entity,corpus,frequency,snomed_concept,depth
difficulties,B,1,158276005,
difficulty concentrating,B,1,,
difficulty swallowing,B,1,288939007,9
diffuse,B,1,19648000,6
dilated,B,1,141221002,
dilated cardiomyopathy,B,1,74368002,18
diplopia,B,1,139545001,
direct process,B,1,,
discomfort,B,1,141807006,
discrepancy,B,1,110287002,6
disease's,B,1,,
displacement,B,1,112638000,5
disrupting,B,1,,
disseminated disease,B,1,,
distal,B,1,46053002,6
distal esophageal ring,B,1,,
distal forearms,B,1,,
distal radius,B,1,75129005,20
distal radius growth plate,B,1,,
distal sensory loss,B,1,,
distally dominant muscle weakness,B,1,,
distortion,B,1,20967005,6
diuresis,B,1,139465006,
dna error,B,1,,
dna mismatch repair system,B,1,,
dna sequences,B,1,,
dog bite,B,1,157935007,
domestic livestock,B,1,,
doppler,B,1,252442005,12
dorsal medulla,B,1,,
double vision,B,1,24982008,11
drained,B,1,150242000,
dressing,B,1,37898001,6
drooping eyelid,B,1,11934000,13
drug-induced hypomania,B,1,,
dry,B,1,13880007,6
dry cough,B,1,139179005,
dry mouth,B,1,139281004,
dumping syndrome,B,1,266458008,
duration,B,1,103335007,5
duration of,B,1,364331001,
dysarthria,B,1,8011004,7
dyschezia,B,1,247416005,12
dysdiadochokinesia,B,1,140974009,
dysesthesia,B,1,79151009,
dysmenorrhea,B,1,29837005,
dysmetria,B,1,32566006,10
dyspareunia,B,1,71315007,12
dysthymia,B,1,192384008,
dysuria,B,1,139423000,
e antigen,B,1,36744004,8
e. coli infection,B,1,71057007,8
early,B,1,112229009,
early decompression,B,1,,
early sign,B,1,58031000087103,8
early stage,B,1,234438000,5
ecchymoses,B,1,77643000,6
ecg,B,1,46825001,13
echocardiogram,B,1,40701008,22
eczema,B,1,156326000,
effect,B,1,253861007,4
effects,B,1,148180001,
efficient,B,1,260375008,5
effusion,B,1,41699000,6
egfr,B,1,409402009,10
ehlers-danlos disease,B,1,,
elderly,B,1,105437002,7
elderly patient,B,1,,
electrolyte,B,1,86355000,7
electromyographic study,B,1,,
electromyography,B,1,141997004,
elevated adenosine deaminase,B,1,,
elevated creatinine levels,B,1,,
elevated jugular venous pressure,B,1,,
elevated levels,B,1,274774002,11
elevation,B,1,103720008,5
elimination,B,1,63911002,7
elisa technique,B,1,,
embolic stroke,B,1,371041009,16
embolus,B,1,55584005,6
emergency decompression,B,1,,
emotional instability,B,1,18963009,10
empirical treatments,B,1,,
empty,B,1,190489005,
encapsulated,B,1,59135002,6
encephalitis,B,1,45170000,9
endemic regions,B,1,,
endocrine system,B,1,113331007,7
endocrine therapy,B,1,309542002,5
endogenous,B,1,73979006,7
endometrial biopsy,B,1,176885008,
endometrial cytology,B,1,468999002,9
endometrial hyperplasia,B,1,237072009,14
endometriosis,B,1,266588002,
endoscopic ultrason,B,1,450556004,12
energy,B,1,248272003,10
engraftment,B,1,112139007,6
enterococcus faecalis,B,1,78065002,17
entire,B,1,255503000,6
enzyme,B,1,122969000,
eosinophil-rich inflammation,B,1,,
epidemiological risk factors,B,1,,
epileptic,B,1,84757009,9
epileptic seizures,B,1,84757009,9
epileptic syndromes,B,1,194490007,10
epiphysiolysis,B,1,38349001,
erosion,B,1,15498001,7
error,B,1,154157006,
erythema multiforme,B,1,36715001,14
erythematous maculopapular rash,B,1,,
erythematous nasal mucosa,B,1,,
erythematous-edematous plaques,B,1,,
escalation,B,1,711037002,8
eschar,B,1,87319000,8
esophagus,B,1,32849002,14
essential,B,1,34325006,6
essential hypertension,B,1,155296003,
estradiol,B,1,126172005,17
etanercept,B,1,118259007,12
etiology,B,1,134198009,5
evacuation,B,1,122461007,4
evaluate,B,1,56342008,13
evidence,B,1,393689000,
evoked potentials,B,1,252776002,
evolution,B,1,5088004,15
examination,B,1,263749006,
executive function,B,1,736317001,9
expectant,B,1,438758006,4
experiences,B,1,304739007,4
explanation,B,1,186084000,
extended,B,1,288467006,6
external genitalia,B,1,77142006,18
external support,B,1,,
exudates,B,1,193423005,
eye position,B,1,301921008,10
eyelid,B,1,80243003,18
eyes,B,1,193646001,
fa,B,1,63718003,19
face fracture,B,1,210917000,
face fractures,B,1,263152008,14
facial fractures,B,1,,
facial sweating,B,1,,
facial trauma,B,1,,
factitious thyrotoxicosis,B,1,,
factors,B,1,139750009,
fall,B,1,1912002,5
false,B,1,64100000,7
false negatives,B,1,,
famciclovir,B,1,96097002,7
family history of,B,1,57177007,3
favourable response,B,1,,
febrile fever,B,1,,
feelings,B,1,285854004,6
feet,B,1,259051005,5
fertilisation,B,1,55767001,7
fetal,B,1,233611006,
fetal blood smear,B,1,,
fetal distress,B,1,130955003,15
fibrin clots,B,1,,
fibrin-specific plasminogen activator,B,1,,
fibrosing crohn's disease,B,1,,
fields,B,1,141902004,
fifth cervical nerve,B,1,244035009,16
fio2,B,1,250774007,7
first-line,B,1,,
first-line therapy,B,1,,
first-line treatment,B,1,,
fistulous tracts,B,1,,
fixation,B,1,1431002,4
flexed,B,1,289359005,19
flexion-extension movements,B,1,,
floor,B,1,709280007,2
fluid analysis,B,1,390764003,
fluid shifts,B,1,20269002,12
foetus,B,1,83418008,7
follicular,B,1,255285005,6
follow-up care,B,1,1382304004,5
food detention,B,1,,
food impaction,B,1,7920008,17
forced,B,1,263760002,5
forearm,B,1,14975008,12
fork dorsum deformity,B,1,,
fragile,B,1,390007001,
free kappa light chains,B,1,,
freshwater activities,B,1,,
friable areas,B,1,,
fsh,B,1,25217009,19
function,B,1,277064003,4
fungal,B,1,392968002,
fungus ball,B,1,62720005,6
further surgery,B,1,,
g3a/a1,B,1,,
ga,B,1,297712007,8
gas exchange,B,1,70944005,7
gastric,B,1,264010009,7
gastric emptying,B,1,40117008,9
gbm,B,1,143294009,
generalised,B,1,60132005,6
generalised weakness,B,1,,
generalized cutaneous eruption,B,1,,
genetic alteration,B,1,,
genetic investigations,B,1,,
genetic mutation,B,1,55446002,8
genetic test,B,1,405824009,11
genetically matched,B,1,,
genetically precocious,B,1,,
genital erosions,B,1,238851009,19
geographic atrophy,B,1,414875008,18
gestation,B,1,77386006,12
gestational sac,B,1,300573007,6
gestational trophoblastic neoplasia,B,1,237251001,19
giant cell arteritis,B,1,155442004,12
girl,B,1,431549007,9
girl's,B,1,,
globular knee,B,1,,
glomerular basement membrane,B,1,390268001,
glomerulonephritis,B,1,36171008,15
glp-1 receptor,B,1,772985004,3
glucocorticoid-remediable aldosteronism,B,1,703232003,15
glucocorticoids,B,1,363735001,5
glucose levels,B,1,,
gnrh,B,1,252185008,18
goiter,B,1,3716002,11
gonadal dysgenesis,B,1,157020008,
gonadotropins,B,1,346565008,8
gonorrhea,B,1,15628003,8
gra,B,1,703232003,15
graft-versus-host disease,B,1,234646005,11
gram stain,B,1,62777006,13
gram-negative bacilli,B,1,,
gram-negative bacteria,B,1,3461000181102,8
gram-negative organisms,B,1,186388006,12
gram-negative pathogen,B,1,,
granulomatosis,B,1,44328006,9
graves' disease,B,1,154655004,
groin pain,B,1,271856002,
growth disorders,B,1,,
growth factors,B,1,724176001,13
growth hormone,B,1,76765004,19
gtn,B,1,408488002,9
gut,B,1,145557003,
gut microbiota,B,1,,
gvhd,B,1,234646005,11
h-sil,B,1,,
haemarthrosis,B,1,156581006,
haematopoiesis,B,1,178224005,8
haematuria,B,1,34436003,11
haemolytic anaemia,B,1,61261009,14
haemolytic process,B,1,,
haemorrhage,B,1,50960005,5
half-life,B,1,304283002,7
hallo sign results,B,1,,
halo sign,B,1,29851005,14
hand x-ray,B,1,145809000,
haptoglobin,B,1,85294008,17
hbsag,B,1,166105007,
head trauma,B,1,312972009,16
health center,B,1,264361005,6
heart,B,1,80891009,20
heart chambers,B,1,84338002,17
height,B,1,139977008,
helical ct,B,1,,
hematuria,B,1,34436003,11
hemodynamic instability,B,1,422773005,4
hemodynamic status,B,1,,
hemogram,B,1,43789009,16
hemophilia a.,B,1,,
hemoptysis,B,1,66857006,9
hemorrhages,B,1,247516008,10
hepatic function,B,1,79036002,6
hepatic glucose,B,1,,
hepatitis b e antigen,B,1,60605004,10
hepatitis b serology,B,1,,
hepatosplenomegaly,B,1,36760000,13
hepatotoxic drug use,B,1,,
her2,B,1,427685000,19
her2-positive tumours,B,1,,
hereditary non-polyposis colorectal cancer,B,1,,
herniated,B,1,410070006,13
herpes zoster,B,1,4740000,18
heterozygosis,B,1,,
hies,B,1,191009009,14
high,B,1,75540009,8
high doses,B,1,,
high fever,B,1,,
high lactate dehydrogenase,B,1,,
high potassium,B,1,229974008,7
high-dose glucocorticoids,B,1,,
high-fat foods,B,1,,
high-grade intraepithelial lesion,B,1,,
high-risk behaviour,B,1,,
high-sugar,B,1,,
highest,B,1,65571004,24
hip,B,1,29836001,16
histopathology,B,1,393407008,
history of anorexia,B,1,161471008,8
hnpcc,B,1,315058005,20
holosystolic,B,1,71201008,16
homozygous,B,1,165732003,
hormonal disorder,B,1,,
hormone receptor-positive tumours,B,1,,
hormone receptors,B,1,444901007,5
hormone-secreting tumours,B,1,,
hormones,B,1,143881002,
hospital,B,1,138116004,
hour,B,1,258702006,5
ht,B,1,228088002,7
human,B,1,278412004,5
human chorionic gonadotropin,B,1,59433001,19
humans,B,1,404228007,11
hydatidiform mole,B,1,156085008,
hyp,B,1,725612003,17
hyper ige syndrome,B,1,,
hypercalcemia,B,1,66931009,14
hypercoagulable states,B,1,,
hypercortisolism,B,1,47270006,11
hyperdense mass,B,1,,
hyperechogenic endometrium,B,1,,
hyperosmolar chyme,B,1,,
hyperreflexia,B,1,86854008,11
hypertensive,B,1,194756002,
hyperuricemia,B,1,35885006,14
hypnotic effects,B,1,,
hypodensity,B,1,,
hypogammaglobulinemia,B,1,119250001,13
hypogastrium,B,1,11708003,16
hypohydrosis,B,1,45004005,10
hypothalamic tumour,B,1,,
hypothalamic-pituitary axis,B,1,370983009,16
hypothalamic-pituitary-gonadal (hpg) axis,B,1,,
hypothalamus,B,1,67923007,22
hypothesis,B,1,,
hypoventilation,B,1,31515003,6
hypoxia,B,1,30869003,8
hypoxic,B,1,30869003,8
ibd,B,1,24526004,11
icu admission,B,1,397945004,7
idiopathic generalised epilepsy,B,1,36803009,12
idiopathic scoliosis,B,1,203639008,16
idiopathic thrombocytopenic purpura,B,1,32273002,18
iga myeloma,B,1,285420006,22
igm coated,B,1,,
igm levels,B,1,,
imaging modalities,B,1,,
imbalances,B,1,,
immune regulation,B,1,,
immune-mediated thrombocytopenia,B,1,,
immunity,B,1,393800001,
immunocompromised patient,B,1,275828002,7
immunodeficiencies,B,1,191031001,8
immunodeficiency disorder,B,1,234532001,7
immunodeficiency disorders,B,1,191028002,8
immunodeficient,B,1,,
immunofluorescence,B,1,30662005,13
immunoglobulin disorder,B,1,,
immunohistochemical testing,B,1,,
immunological studies,B,1,,
immunological study,B,1,,
immunosuppressive therapy,B,1,86553008,7
immunotherapy,B,1,146638005,
impact,B,1,358994005,6
impairing,B,1,403959008,25
impairment,B,1,40226000,6
impairs,B,1,,
impedes,B,1,424423005,10
impingement,B,1,31117002,7
implantation,B,1,71861002,4
improve,B,1,385636000,5
improved,B,1,385425000,7
improves,B,1,,
impulsivity,B,1,39178003,9
inappropri,B,1,,
incidence,B,1,112125007,7
incision,B,1,34896006,4
incisions,B,1,34896006,4
incompetent cervix,B,1,17382005,16
incomplete,B,1,36579000,
inconclusive,B,1,419984006,6
inconsistent,B,1,260380004,5
incorrect,B,1,281267002,10
indication,B,1,410665000,6
indications,B,1,424295009,5
indicator,B,1,61771005,14
indicators,B,1,1382104006,6
individualized,B,1,370789001,7
induce,B,1,151317004,
ineffectiveness,B,1,,
infarction,B,1,55641003,7
infarction-induced wall weakness,B,1,,
infecting organisms,B,1,,
infectious diseases,B,1,266171003,
infectious e,B,1,55184003,13
infectious esophagitis,B,1,,
infectious/inflammatory suspicion,B,1,,
inferior orbital rim,B,1,,
inferior vena cava filter,B,1,216051000119102,7
infiltrating ductal carcinoma,B,1,422399001,20
inflammatory arthritis,B,1,3723001,10
inflammatory bowel disease,B,1,24526004,11
inflammatory cells,B,1,,
inflammatory condition,B,1,61170000,13
inflammatory signs,B,1,,
inguinal lymphadenopathies,B,1,,
inhalation,B,1,14910006,7
inhale,B,1,421134003,4
inherited,B,1,254220005,21
inhibitor,B,1,143320008,
inhibits,B,1,,
initiate,B,1,286388005,13
initiation,B,1,312009002,10
injection,B,1,59108006,5
inner surface,B,1,368031004,20
innervating,B,1,,
inotropic effects,B,1,,
insensitivity,B,1,1156317007,17
inspired o2 pressure,B,1,,
instability,B,1,410728007,5
instances,B,1,,
insulin,B,1,67866001,18
intellectual disability,B,1,110359009,9
intention tremor,B,1,30721006,11
interinedio-lateral clark's column,B,1,,
intermediate stage,B,1,,
intermittent,B,1,7087005,7
intermittent hand arthritis,B,1,,
intermittent scanty metrorrhagia,B,1,,
internal reproductive organs,B,1,,
interpretation,B,1,280452008,4
interstitial spaces,B,1,,
intervertebral foramina,B,1,371000119109,9
intestinal,B,1,261093006,7
intracellular,B,1,83167003,6
intradermal botulinum toxin,B,1,,
intrahepatic cholestatic disorder,B,1,,
intramedullary nail,B,1,8451008,11
intraocular surgery,B,1,,
intrapericardial pressure,B,1,,
intravascular,B,1,261101003,7
intravenous antibiotic therapy,B,1,180228004,
intravenous calcium gluconate,B,1,,
intubation,B,1,52765003,6
invasive growth,B,1,,
invasive procedure,B,1,129236007,5
investigated,B,1,246094008,7
investigating,B,1,,
investigations,B,1,252142004,7
ionic balance,B,1,,
irritate,B,1,,
ischaemia,B,1,52674009,8
ischemic heart disease,B,1,2610009,
isolated,B,1,46651001,6
issue,B,1,152952000,
iv fluids,B,1,866007006,9
jaundice,B,1,263780001,
joint erosion,B,1,,
joint problems,B,1,,
joint space narrowing,B,1,,
juan's,B,1,,
judg,B,1,,
judgement,B,1,61254005,11
juvenile myoclonic epilepsy,B,1,6204001,13
kappa light chain deposition disease,B,1,,
karyotype analysis,B,1,,
karyotyping,B,1,1306297003,6
ketoconazole,B,1,40232005,8
kidney disorder,B,1,236368007,11
kidney function,B,1,274881000,8
kidney stones,B,1,,
lab,B,1,142750008,
labour,B,1,289909005,11
lacking desquamation,B,1,,
lambda light chains,B,1,,
lamotrigine,B,1,96195007,8
lapatinib,B,1,425820005,12
larger,B,1,263768009,6
late,B,1,74379007,
lateral aspect,B,1,182299007,15
lateral bulbar lesions,B,1,,
layer,B,1,137172008,
leak fluid,B,1,,
leakage,B,1,76676007,6
leathery,B,1,,
left,B,1,7771000,6
left eye,B,1,8966001,17
left hand,B,1,85151006,14
left hand grip,B,1,,
left hemiface,B,1,,
left lumbar pain,B,1,,
left ptosis,B,1,335151000119107,14
left temporal lobe,B,1,52718009,24
left temporal partial hemianopsia,B,1,,
left thigh,B,1,61396006,15
left trochanteric region,B,1,,
left untreated,B,1,,
left ventricular pressure,B,1,276769008,11
left-to-right shunting,B,1,,
leg pain,B,1,10601006,12
legionella pneumophila,B,1,80897008,14
lennox-gastaut syndrome,B,1,192984003,
lesion's,B,1,,
leukocytes,B,1,275741008,12
leukocyturia,B,1,,
lh,B,1,64182005,19
life-saving,B,1,,
life-threatening,B,1,440181000,5
life-threatening conditions,B,1,,
lifting,B,1,258141001,12
light chain myeloma,B,1,277579002,22
light chains,B,1,414761008,15
limb,B,1,66019005,7
limbs,B,1,162253000,
limitations,B,1,273728006,4
linear ig deposition,B,1,,
liraglutide,B,1,444907006,7
literature,B,1,53614005,12
lithemia,B,1,,
lithium carbonate,B,1,16977003,13
lithium levels,B,1,,
liver function tests,B,1,143927001,
local discomfort,B,1,,
localised,B,1,255471002,7
localised process,B,1,,
localized neurosensory retinal detachment,B,1,,
loculated right,B,1,,
loss of consciousness,B,1,127379000,9
low blood pressure cuffs,B,1,,
low glucose level,B,1,,
low hemoglobin,B,1,,
low oxygen saturation,B,1,449171008,11
low risk,B,1,723505004,5
low thyroglobulin,B,1,,
low-dose,B,1,51251000112106,9
low-molecular-weight heparin,B,1,,
lower,B,1,261122009,6
lower back,B,1,37822005,12
lower limb,B,1,61685007,10
lower limbs,B,1,723158004,12
lower risk,B,1,,
lower risk profile,B,1,,
luis's,B,1,,
luis's history,B,1,,
lumbar discs,B,1,,
lumbar pain,B,1,139421003,
lung,B,1,39607008,15
lung parenchyma,B,1,113255004,20
lymph nodes,B,1,141352004,
lymphocyte count,B,1,142942007,
lymphocyte-predominant pleocytosis,B,1,,
lymphocytic leukaemia/lymphoma,B,1,,
lymphocytosis,B,1,67023009,13
lysis,B,1,30750004,6
macrocytosis,B,1,142880009,
macrolide,B,1,372480009,10
macula,B,1,112629002,5
macular degeneration,B,1,302891003,15
makeup,B,1,443068005,13
malar erythema,B,1,,
male,B,1,139866003,
males,B,1,74398009,10
malignant,B,1,21594007,6
malnourished,B,1,248325000,6
man,B,1,339947000,6
manic episode,B,1,191583000,13
manic episodes,B,1,192353006,13
manifest,B,1,73629006,
manifestations,B,1,186970008,8
mantle cell lymphoma,B,1,74654000,15
marfan syndrome,B,1,19346006,8
marginal zone lymphoma,B,1,128803008,15
marker,B,1,706484002,5
markers,B,1,390319003,
massive,B,1,46998006,7
massive sequencing,B,1,,
mastication,B,1,1202003,11
match,B,1,252367007,16
maternal,B,1,72705000,9
mature,B,1,34071009,6
maxilla,B,1,70925003,19
maxillary wall,B,1,,
meals,B,1,769557005,9
measure,B,1,246445000,4
mechanism,B,1,278109006,4
medial impingement,B,1,,
medial pain,B,1,,
medication functions,B,1,,
medication history,B,1,1003606003,5
medications,B,1,787481004,6
medulla,B,1,279104005,22
medullary carcinomas,B,1,,
medullary injury,B,1,,
medullary type carcinoma,B,1,,
megaloblastic,B,1,145149005,
membrane,B,1,193391002,
membrane rupture,B,1,156192001,
menarche,B,1,20016009,15
meningococcal meningitis,B,1,154307005,
meniscus,B,1,432750007,14
menopause,B,1,138977003,
menstruation,B,1,248957007,11
mesial temporal sclerosis,B,1,724989008,10
metabolic,B,1,193256008,
metabolic factors,B,1,,
metabolic syndrome,B,1,237602007,14
metabolites,B,1,409893003,13
metamorphops,B,1,,
metastases,B,1,128462008,6
metastatic spread,B,1,1505291000004103,8
metformin,B,1,109081006,9
methods,B,1,134032005,
methotrexate,B,1,68887009,10
metoprolol,B,1,7092007,12
microcytic anemia,B,1,154787005,
microcytic-macrocytic anemia,B,1,,
microhematuria,B,1,,
microorganisms,B,1,144950004,
microsatellites,B,1,,
microscopic examination,B,1,115419007,
microscopic finding,B,1,,
middle third,B,1,261133007,7
mild memory loss,B,1,,
mild proteinuria,B,1,,
milk products,B,1,,
minimal,B,1,255605001,6
minimally invasive,B,1,441788009,3
miosis,B,1,61514009,15
miscarriage,B,1,17369002,17
mites,B,1,240885009,16
mitral insufficiency,B,1,48724000,15
mixed aphasia,B,1,229662006,11
mm hg,B,1,,
mobile,B,1,138070004,
modalities,B,1,273857000,4
moderate varus,B,1,,
molar disease,B,1,,
molecular,B,1,136356004,
monitor,B,1,13288007,7
monitored,B,1,394073006,
monosodium urate crystals,B,1,250454001,14
monospermic mole,B,1,,
mood,B,1,85256008,9
morbidity,B,1,138439004,
morning stiffness,B,1,139687005,
morphilliform rash,B,1,,
morphology,B,1,116676008,6
mortality,B,1,409651001,3
mosmlkg,B,1,,
motion,B,1,56219004,2
motor clumsiness,B,1,,
motor deficits,B,1,,
motor neuron,B,1,31513005,8
motor neuron disease,B,1,37340000,6
motor unit action potential,B,1,42233006,8
mouth,B,1,21082005,14
movements,B,1,141243005,
mucous membrane,B,1,74301006,7
mucus emission,B,1,,
multifactorial nature,B,1,,
multiple,B,1,28707004,
multiple bilateral renal,B,1,,
multiple hospital admissions,B,1,160742004,
multiple muscle territories,B,1,,
multiple organ,B,1,190572000,
multiple peripheral,B,1,251046001,12
multiple sclerosis type demyelinating disease,B,1,,
multiple times,B,1,,
murmur,B,1,88610006,13
murmur's,B,1,,
muscle atrophy,B,1,88092000,11
muscle damage,B,1,240045002,7
muscle fibres,B,1,261964008,6
muscle inflammation,B,1,26889001,11
muscle pain,B,1,68962001,12
muscle relaxant,B,1,90000002,5
muscle tissues,B,1,,
muscle wasting,B,1,249827008,
muscles,B,1,278018006,
musculoskeletal discomfort,B,1,,
mycoplasma pneumoniae,B,1,58720004,13
myoclonic jerks,B,1,155009007,
myoclonus,B,1,17450006,10
myotomal,B,1,261139006,7
m²,B,1,,
nan,B,1,,
narrowing,B,1,25659002,6
nasal congestion,B,1,232210005,
nasal obstruction,B,1,195826005,
nasal structures,B,1,,
naso-ethmoidal pseudoarthrosis,B,1,,
natural,B,1,510009,6
nearest hospital,B,1,,
neck,B,1,45048000,11
neovascular,B,1,193564003,
nephrotic syndrome,B,1,155851004,
nervousness,B,1,139475009,
neurological examination,B,1,84728005,11
neuromuscular disease,B,1,35491000119107,11
neurosensory retinal detachment,B,1,,
neurovascular status,B,1,429093006,6
neutrophil count,B,1,142926000,
neutrophils,B,1,143113007,
new clinical,B,1,,
ngs,B,1,1366450005,8
nigeria,B,1,223565009,6
no history,B,1,137645001,
non-inflamed,B,1,,
non-invasive,B,1,22762002,6
non-morbid,B,1,,
non-neovascular,B,1,,
non-painful hepatomegaly,B,1,,
non-pharmacological measures,B,1,,
non-productive cough,B,1,409596002,7
non-specific,B,1,10003008,6
non-steroidal anti-inflammatory drug,B,1,283009002,
non-steroidal anti-inflammatory drugs,B,1,346321004,
non-tender mass,B,1,,
nonsteroidal anti-inflammatory drugs,B,1,,
normal blood tests,B,1,,
normal cardiac examination,B,1,,
normal chloride,B,1,,
normal coagulation studies,B,1,,
normal cranial ct scan,B,1,,
normal distal,B,1,895299007,6
normal examination,B,1,,
normal function,B,1,1351231005,8
normal glucose,B,1,102659003,10
normal glycorrhachia,B,1,,
normal muscle reflexes,B,1,,
normal pulmonary capillary wedge pressure,B,1,9027003,10
normal range,B,1,260395002,5
normal response,B,1,,
normal sleep patterns,B,1,,
normal-appearing mucosa,B,1,,
nosocomial pneumonia,B,1,425464007,14
noticeable,B,1,260351008,5
nuchal rigidity,B,1,405947006,7
numerical,B,1,136571001,
numerous,B,1,260396001,5
obese,B,1,414915002,8
observation,B,1,122544007,6
obstructive process,B,1,,
ocular,B,1,372472002,5
ocular conditions,B,1,,
ocular involvement,B,1,76092003,16
oedema,B,1,139241006,
oestrogen receptor,B,1,23307004,12
older adults,B,1,390817007,12
older method,B,1,,
open tibial fracture,B,1,,
opening,B,1,56116003,7
opioid,B,1,3622004,6
opioid overdose,B,1,295165009,18
opioid use,B,1,1336192000,9
opioids,B,1,312060001,6
opportunistic,B,1,153709001,
option 3 (,B,1,,
oral,B,1,260548002,7
orally,B,1,26643006,5
orbit,B,1,181143004,16
orbital floor,B,1,113344002,18
orbital walls,B,1,,
orbito-malar region,B,1,,
orbitomalar complex,B,1,,
organ function,B,1,,
orthosis,B,1,224898003,6
osmolarity,B,1,62970001,7
osmotic diarrhoea,B,1,2946003,15
ovaries,B,1,237792009,
overexpression,B,1,,
overproduction,B,1,73064001,13
overweight,B,1,238131007,7
oxygen supplementation,B,1,,
oxygenation,B,1,144378007,
paediatric utis,B,1,,
pain relief,B,1,151256008,
palmar,B,1,781000124109,6
palms,B,1,248413004,15
palpable,B,1,103357000,6
palpable neck mass,B,1,,
palpation,B,1,113011001,10
panagglutinin,B,1,,
pancreas,B,1,15776009,18
pancreatic neoplasm,B,1,1237341006,21
pancreatic tail,B,1,446915006,10
pancytopenia,B,1,127034005,15
pao2/fio2 ratio<200,B,1,,
papillary,B,1,77526009,6
parasympathetic nerve,B,1,78390006,14
parotid gland,B,1,45289007,19
parotid pleomorphic adenoma,B,1,,
passage,B,1,249529000,12
pathogenic,B,1,264418008,3
pathological examination,B,1,,
patient population,B,1,,
patient's history,B,1,,
patient's hypertension,B,1,,
patient's recurrent,B,1,,
pcr technique,B,1,,
pelvic,B,1,277113001,7
pelvic movements,B,1,229262002,11
percentages,B,1,,
perform closed osteosynthesis,B,1,,
perfused sodium heparin,B,1,,
pericardial effusion,B,1,70370001,12
pericardial sac,B,1,24949005,22
pericardial tamponade,B,1,35304003,12
period,B,1,161728000,
periodic check-ups,B,1,,
periodic injections,B,1,,
peripheral,B,1,14414005,6
peripheral blood stem cells,B,1,418576007,7
peripheral edema,B,1,82014009,7
peripheral sensory symmetric distal neuropathy,B,1,,
peripheral stimulation,B,1,,
peripheral thrombocytopenia,B,1,,
periumbilical area,B,1,731386001,25
permanent,B,1,6934004,6
pernicious anemia,B,1,84027009,17
peroxisome proliferator-activated receptors,B,1,,
persistent haematuria,B,1,281859000,14
persistent infection,B,1,115648009,4
persists,B,1,,
personal hygiene,B,1,129817005,7
personal thrombotic events,B,1,,
personality,B,1,71565002,9
pertuzumab,B,1,704227006,12
pessimistic cognitions,B,1,,
petechiae,B,1,141618008,
ph,B,1,27327002,7
ph value,B,1,,
phase ii antigens,B,1,,
phenobarbital,B,1,51073002,12
phenotype,B,1,145678007,
phenytoin,B,1,40556005,12
photosensitive rash,B,1,,
physics,B,1,146678003,
physiological response,B,1,,
physiotherapy,B,1,91251008,8
picture,B,1,257445002,7
pigment epithelium,B,1,421506003,16
pioglitaz,B,1,,
pioglitazone,B,1,326058001,9
pituitary adenoma,B,1,128664001,12
pituitary micro-adenoma,B,1,,
placenta,B,1,78067005,25
plantar extension reflex,B,1,,
plasma,B,1,50863008,16
plasma osmolality,B,1,401156005,8
platelet destruction,B,1,47827002,8
platelet transfusion,B,1,151007004,
pleural,B,1,264148002,7
pleural infection,B,1,,
pleural space,B,1,238350004,11
pleuritis,B,1,196075003,11
pneumonias,B,1,,
pollens,B,1,195818002,
polyangiitis,B,1,46956008,12
polychromatophilia,B,1,52300009,6
polycystic lesion,B,1,,
polymerase chain reaction,B,1,258066000,7
poor blood pressure control,B,1,,
poor glycemic control,B,1,237622006,16
poor perfusion,B,1,,
position,B,1,246268007,4
positional,B,1,103284002,13
possibilities,B,1,,
post-herpetic neuralgia,B,1,154327006,
post-splenectomy sepsis,B,1,700052007,9
post-surgical endophthalmitis,B,1,,
post-traumatic hypovolemia,B,1,,
posterior,B,1,82583001,
postmenopausal osteoporosis,B,1,102447009,14
postprandial,B,1,24863003,8
postural limitations,B,1,,
posture,B,1,9851009,8
potassium levels,B,1,,
potassium retention,B,1,,
potassium-sparing diuretic,B,1,47755009,6
potentially harmful,B,1,418715001,2
ppar-γ,B,1,,
practical,B,1,76166008,11
pre-pathological value repeat,B,1,,
preauricular region,B,1,56185007,17
precedes,B,1,248969004,15
precocious,B,1,235246008,5
precocious puberty,B,1,154716006,
predominant,B,1,363265005,10
pregabalin,B,1,415160008,13
pregnant,B,1,77386006,12
pregnant population,B,1,,
pregnant women,B,1,,
premature,B,1,1090009,6
premature breast development,B,1,102889008,9
prescribed,B,1,151153009,
prevalent,B,1,,
prickling sensation,B,1,30961001,10
primary aldosteronism,B,1,13536004,
primary amyloidosis,B,1,23132008,20
primary biliary cholangitis,B,1,31712002,16
primary indicators,B,1,,
primary pathogen,B,1,,
primigravida,B,1,127364007,14
problems,B,1,138147005,
process,B,1,415178003,2
prod,B,1,325781003,10
productive cough,B,1,28743005,7
profession,B,1,14679004,2
profound,B,1,795002,6
progesterone receptor,B,1,61078009,12
prognosis,B,1,20481000,6
progress,B,1,136791005,
progressing,B,1,57981008,14
progressive asthenia,B,1,,
prolonged vomiting,B,1,402850004,15
promotes,B,1,,
prompt,B,1,88319002,20
prophylactic treatment,B,1,46167008,5
proportion,B,1,363795003,
proprioception,B,1,226049009,7
proptosis,B,1,18265008,12
prostaglandin synthesis,B,1,,
prosthesis,B,1,53350007,5
proteus mirabilis,B,1,73457008,14
proximal muscle,B,1,249939004,8
pruritic,B,1,301444002,
pruritus,B,1,156380008,
pseudocrisis,B,1,,
pseudomembranous colitis,B,1,197033008,
psoriasiform,B,1,238564003,13
